styrk98_7digit,styrk08_4digit
8111111,8111
8111112,8111
8111113,8111
8111114,3121
8112101,8112
8112102,8112
8112103,8112
8112104,3121
8112105,8112
8112106,8112
8113101,8113
8113102,8113
8113103,8113
8113104,8113
8113105,8113
8113108,8113
8113110,3134
8113111,8113
8113112,8113
8113113,8113
8113114,8113
8113115,8113
8113116,8113
8113117,8113
8113118,8113
8113119,8113
8113120,8113
8113121,8113
8113122,8113
8113123,8113
8113124,8113
8113125,8113
8113126,8113
8113127,8113
8113128,8113
8113129,8113
8113130,3134
8113131,3134
8113132,3134
8113133,8113
8113134,8113
8113135,8113
8113136,8113
8113137,8113
8113138,8113
8114101,8113
8114102,8113
8114103,8113
8114104,8113
8114105,8113
8114106,8113
8114107,8113
8114108,8113
8114109,8113
8114110,8113
8114111,8113
8114112,8113
8121101,8121
8121102,8121
8121103,8121
8121104,8121
8121105,8121
8121106,8121
8121107,8121
8121108,8121
8121109,8121
8121110,8121
8121111,8121
8121112,3139
8121113,3122
8121114,8121
8121115,8121
8121116,8121
8121117,8121
8121118,8121
8121119,8121
8122101,8121
8122102,8121
8122103,8121
8122104,8121
8122105,8121
8122107,8121
8122108,8121
8122109,3135
8122110,8121
8122111,8121
8131101,7314
8131102,8181
8131103,8181
8131104,8181
8131105,8181
8131107,7316
8131108,8181
8131109,8181
8131110,8181
8131111,8181
8131112,3122
8131113,3122
8131114,8181
8131115,8181
8131116,8181
8131117,8181
8131118,8181
8131119,8181
8131120,8181
8131121,8181
8131122,8181
8131123,8181
8131124,7316
8132101,8181
8132102,8181
8132103,8181
8132104,8181
8132105,3122
8132106,8181
8132107,8181
8132108,8181
8132109,8181
8132110,8181
8132111,8181
8132112,8181
8132113,8181
8139101,8181
8139102,8181
8139103,8181
8139104,8181
8139105,8181
8139106,8181
8139107,8181
8139108,8181
8141101,8171
8141102,8171
8141103,8172
8141104,8172
8141105,8172
8141106,8172
8141107,8172
8141108,8172
8141109,8172
8141110,8172
8141111,8172
8141112,8172
8141113,8172
8141114,8172
8141115,8172
8141116,8172
8141117,8172
8141118,8172
8141119,8172
8141120,8172
8141121,8172
8141122,8171
8141123,8171
8141124,8171
8141125,3122
8141126,8171
8141127,8172
8141128,8171
8141129,8172
8141130,8172
8141131,8172
8141132,8172
8141133,3122
8141134,3122
8141135,8171
8141136,8171
8141137,8171
8141138,8171
8142101,8171
8142102,8171
8142103,8171
8142104,8171
8142105,8171
8142106,8171
8142107,8171
8142109,8171
8142110,8171
8142111,8171
8142112,8171
8142113,8171
8142114,8171
8142115,8171
8142116,8171
8142117,3122
8142118,3122
8142119,3122
8142120,8171
8142121,8171
8142122,8171
8142123,8171
8142124,8171
8142125,8171
8142126,8171
8142127,8171
8142128,8171
8142129,8171
8142130,8171
8142131,8171
8142132,8171
8142133,8171
8142134,8171
8142135,8171
8142136,8171
8142137,8171
8142138,8171
8142139,8171
8142140,8171
8142141,8171
8142142,8171
8142143,8171
8142144,8171
8142145,8171
8142146,8171
8142147,3139
8142148,3139
8143101,8171
8143102,8171
8143103,8171
8143104,3122
8143105,8171
8143106,8171
8143107,8171
8143108,8171
8143109,8171
8143110,8171
8151101,3134
8151102,3134
8151103,3134
8151104,3134
8151105,3134
8151106,3134
8151107,3134
8151108,3134
8151109,3134
8151110,3134
8151111,3134
8151112,3134
8151113,3134
8151114,3134
8151115,3134
8159101,8131
8159102,8131
8159103,8131
8159104,8131
8159105,8131
8159106,8131
8159107,8131
8159108,8131
8159109,8131
8159110,8131
8159111,8131
8159112,8131
8159113,8131
8159114,8131
8159115,8131
8159116,8131
8159117,8131
8159118,8131
8159119,8131
8159120,8131
8159121,8131
8159122,8131
8159123,8131
8159124,8131
8159125,8131
8159126,8131
8159127,8131
8159128,8131
8159129,8131
8159130,8131
8159131,8131
8159132,8131
8159133,8131
8159134,8131
8159135,8160
8159137,8131
8159138,8131
8159139,8131
8159140,8131
8159141,8131
8159142,8114
8159143,8131
8159144,8114
8159145,8131
8159146,8131
8159147,3133
8159148,8131
8161101,3131
8161102,5419
8161103,7412
8161105,3131
8161106,3131
8161107,3131
8161108,3131
8161109,3131
8161110,3131
8161111,3131
8161112,3131
8161113,3131
8161114,3131
8161115,3131
8162101,8182
8162102,8182
8162103,8182
8162104,8182
8162105,8182
8162106,8182
8162107,8182
8162108,8182
8162109,8182
8162110,3521
8162111,8182
8162112,8182
8162113,8182
8162114,8182
8162115,7127
8162116,8182
8162117,8182
8162118,8182
8162119,8182
8162120,8182
8162121,8182
8211101,8121
8211102,8121
8211103,8121
8211104,8121
8211105,3135
8211106,8121
8211107,8121
8211108,8121
8211109,8121
8211110,8121
8211111,7211
8211112,3135
8211113,8121
8211114,3135
8211115,8121
8211116,8121
8211117,8121
8211118,3135
8211119,8121
8211120,8121
8211121,3135
8211122,8121
8212101,7222
8212102,7222
8212103,7222
8212104,7222
8212105,7222
8212106,3122
8212107,7222
8212108,7223
8212109,7222
8213101,7223
8213102,7223
8213103,7224
8213104,7223
8213105,7223
8213106,7223
8213107,3122
8213108,7223
8213109,7223
8213110,7223
8213111,7223
8213112,7223
8213113,7224
8213114,7224
8213115,7223
8213117,7223
8213118,7223
8213119,7223
8213120,7223
8213121,7224
8213122,7224
8213123,7224
8213124,7224
8214101,8114
8214102,8114
8214103,8114
8214104,8114
8214105,8114
8214106,8114
8214107,3122
8214108,8114
8214109,8114
8214110,8114
8214111,8114
8214112,8114
8221101,8131
8221102,8131
8221103,8131
8221104,3133
8221105,8131
8221106,8131
8222101,8131
8222102,8131
8222103,8131
8223101,8141
8223102,8141
8223103,8141
8223104,8141
8223105,8141
8223106,8141
8223107,8141
8223108,8141
8223109,3133
8223110,8141
8223111,8141
8223112,8141
8223113,8141
8223114,8141
8223115,8141
8223116,8141
8223117,8141
8224101,8142
8224102,8142
8224103,8142
8224104,8142
8224105,8142
8224106,8142
8224107,8142
8224108,3133
8224109,8142
8224110,8142
8224111,8142
8224112,8142
8224113,8142
8224115,8142
8224116,8142
8224117,8142
8224118,8142
8224119,8142
8224120,8142
8224121,8142
8224122,8142
8224123,8142
8224124,8142
8224125,8142
8224126,8142
8225101,8131
8225102,8131
8225103,3133
8225104,8131
8225105,8131
8229101,8131
8229102,8131
8229103,8131
8229104,8131
8229105,8131
8229106,8131
8229107,8131
8229108,8131
8229109,3133
8229110,8131
8229111,8131
8251101,7322
8251102,7322
8251103,7322
8251104,7322
8251105,7322
8251106,7322
8251107,7322
8251108,7322
8251109,7322
8251110,7322
8251111,7322
8251112,7322
8251113,3122
8251114,7322
8251116,7322
8251117,7322
8251118,7322
8251119,7322
8251120,8183
8251121,7322
8251122,7322
8251123,7322
8251124,7323
8251125,7322
8251126,7322
8251127,8183
8252101,7323
8252102,7323
8252103,7323
8252104,7323
8252105,7323
8252106,7323
8252107,3122
8252108,7323
8252109,7323
8252111,7323
8252112,7323
8253101,8143
8253102,8143
8253103,8143
8253104,3133
8253105,8143
8253106,8143
8254101,8132
8254102,8132
8254103,8132
8254104,8132
8254105,8132
8254106,8132
8254107,8132
8254108,8132
8254109,8132
8254110,8132
8254111,8132
8254112,8132
8261101,8151
8261102,8151
8261103,8151
8261104,3133
8261105,8151
8261109,8151
8261110,8151
8262101,8152
8262102,8152
8262103,8152
8262104,3122
8262105,8152
8262106,8152
8262107,8152
8262108,8152
8262109,8152
8262110,8152
8263101,8153
8263102,8153
8263103,8153
8263104,8153
8263105,3122
8263106,8153
8263107,8153
8263108,8153
8263109,8153
8263110,8153
8263111,8153
8263112,8153
8263113,8153
8263114,8153
8264101,7319
8264102,7543
8264103,8152
8264104,3122
8264105,8152
8264106,8152
8264107,8152
8264108,8152
8264109,8151
8264110,8152
8264111,8152
8264112,8152
8264113,8152
8264114,8152
8264115,8152
8264116,8152
8265101,7532
8265102,7532
8265103,7532
8265104,3122
8265105,7532
8265106,7532
8266101,8154
8266102,8157
8266103,8157
8266104,8157
8266105,8157
8266106,8154
8266107,8154
8266108,8154
8266109,8157
8266110,8157
8266111,8157
8266113,8157
8266114,3139
8266115,8157
8266116,8157
8266117,8157
8266118,8157
8266119,8157
8266120,3139
8266121,8157
8266122,8154
8266123,8154
8266124,8157
8266125,8157
8267101,8156
8267102,8156
8267103,8156
8267104,8156
8267105,3122
8267106,8156
8267107,8156
8267108,8156
8267109,8156
8267110,8156
8267111,8156
8267112,8156
8267113,8156
8267114,8156
8267115,8156
8267116,8156
8267117,8156
8269101,8155
8269102,7543
8269103,8155
8269104,8159
8269105,8159
8271101,8183
8271102,8183
8271103,8183
8271104,8183
8271105,8183
8271106,8160
8271107,8160
8271108,8160
8271109,8160
8271110,8160
8271111,3122
8271112,8160
8271113,8160
8271114,8160
8271115,8160
8271116,8183
8271117,8160
8271118,8160
8271119,8160
8271120,8160
8271121,8160
8271122,8160
8272101,3256
8272102,8160
8272103,8183
8272104,8183
8272105,8183
8272106,8183
8272107,8160
8272108,8160
8272109,3122
8272110,8160
8272111,8183
8272112,8183
8272113,8160
8272114,8160
8272115,8160
8272116,8160
8272117,8160
8272118,8160
8272119,8183
8272120,3122
8272121,8160
8272122,3122
8272123,8160
8272124,3122
8273101,8160
8273102,8160
8273103,8160
8273104,8160
8273105,8160
8273106,8183
8273107,8183
8273108,8160
8273109,8183
8273110,8160
8273111,3122
8273112,8160
8273113,8183
8273114,8160
8273115,8183
8273116,8160
8273118,8160
8273119,8160
8273120,8160
8273121,8160
8273122,8160
8274101,8160
8274102,8160
8274103,8160
8274104,8160
8274105,8183
8274106,8160
8274107,3122
8274108,8160
8274109,8160
8274110,8183
8274111,8183
8274112,8160
8274113,8160
8274115,8160
8274116,8160
8274117,8160
8274118,8160
8274119,3122
8274120,8160
8274121,8160
8275101,8160
8275102,8160
8275103,8160
8275104,8183
8275105,8183
8275106,8160
8275107,8160
8275108,3122
8275109,8160
8275110,8183
8275111,8160
8275113,8160
8275114,8160
8275115,8160
8276101,8160
8276102,8160
8276103,8160
8276104,8183
8276105,8183
8276106,8160
8276107,3122
8276108,8160
8276109,8160
8276110,8183
8276111,8183
8276112,8160
8276113,8160
8276114,8183
8276119,8160
8276120,8183
8277101,8160
8277102,8160
8277103,8160
8277104,8160
8277105,8183
8277106,8160
8277107,8183
8277109,8160
8277110,8160
8277111,8160
8277112,8160
8277113,8160
8277114,8183
8277115,8160
8277116,8160
8277117,8183
8277118,8160
8277119,8160
8277120,3122
8277121,8160
8277122,8160
8277123,8160
8277124,8183
8277125,8160
8277126,8160
8277127,8160
8277128,8160
8277129,8160
8277130,8160
8277134,8160
8277135,8160
8277136,8160
8277137,3122
8277138,8160
8277139,8160
8277140,8160
8279101,8160
8279102,8160
8279103,8160
8279104,8183
8279105,8183
8279106,8160
8279107,3122
8279108,8160
8279110,8183
8279111,8183
8279112,8160
8279113,8160
8279114,8160
8279115,8160
8279116,8160
8279117,8160
8279119,8183
8279120,8160
8279121,8183
8279122,8160
8279123,8160
8279124,8160
8281101,8211
8281102,3122
8281103,8211
8281104,8211
8281105,8211
8281106,3122
8282101,8212
8282102,8212
8282103,8212
8282104,8212
8282105,8212
8282106,8212
8282107,3122
8282108,8212
8282109,8212
8282110,8212
8282111,8212
8282112,8212
8311101,8311
8311102,8311
8311103,8311
8311104,8311
8311105,8311
8311106,8311
8312101,8312
8312102,8312
8312103,8312
8312104,8312
8312105,8312
8312106,8312
8312107,8312
8321101,8322
8321102,8322
8321103,8322
8321104,8322
8321105,8322
8321106,8322
8321107,8322
8321109,8322
8321110,8322
8321111,8322
8321112,8322
8321113,8322
8321114,8322
8321115,8322
8321116,8322
8322101,8331
8322102,8331
8322103,8311
8322104,8331
8322105,8331
8322106,8331
8322107,8311
8322108,8331
8322109,8331
8322110,8331
8323101,8332
8323102,8332
8323103,8332
8323104,8332
8323105,8332
8323106,8331
8323107,8332
8323108,8332
8323109,8332
8323110,8332
8323111,8332
8323112,8332
8323113,8332
8331101,8342
8331102,8342
8331103,8342
8331104,8342
8331105,8342
8331106,8342
8331107,8342
8331108,8342
8331109,8342
8331110,8342
8331111,8342
8331112,8342
8331113,8342
8331114,8342
8331115,8342
8331116,8342
8331117,8342
8331118,8342
8331119,8342
8331120,8342
8331121,3123
8331122,8342
8331123,8342
8331124,8342
8331125,8342
8331126,8342
8331127,8342
8331128,8342
8332101,8343
8332102,8343
8332103,8343
8332104,8343
8332105,8343
8332106,8343
8332107,8343
8332108,8343
8332109,8343
8332110,8343
8332111,8343
8332112,8343
8332113,8343
8332114,8343
8332115,8343
8333101,8344
8341101,8350
8341102,8350
8341103,7115
8341104,8350
8341105,8350
8341106,8350
8341107,8350
8341108,8350
8341109,8350
8342101,7233
8342102,7233
8342103,7233
8342104,7233
8342105,7233
8342106,7233
8342107,8350
8342109,7233
8342110,7233
8342111,7233
8342112,8182
8342113,7233
8342114,8350
8342115,7233
8342116,7233
9120101,5249
9120102,9613
9120104,9622
9120105,9622
9120106,9622
9131101,9111
9131102,9111
9131103,9111
9131104,9111
9132101,9112
9132102,9112
9132103,9112
9132105,9112
9132106,5151
9132107,9112
9132108,9112
9132109,5151
9132110,9112
9132111,9112
9132112,9112
9132113,9112
9132115,9112
9132116,9112
9132117,9112
9132118,9112
9132119,9129
9132120,9112
9132121,9112
9132122,9112
9132123,9112
9132124,9112
9132125,9112
9132126,9112
9132127,9112
9132128,9112
9132129,9112
9132130,9112
9132131,9112
9132132,9112
9132133,9112
9132134,9112
9132135,9129
9132136,9129
9132137,9112
9133101,9412
9133102,9412
9133103,9412
9133104,9412
9133105,9412
9133106,9412
9133107,9412
9133108,9412
9133109,9412
9133110,9412
9133111,9412
9133112,9412
9133113,9412
9133114,9412
9133115,9412
9133116,9412
9133117,9412
9133118,9412
9133119,9412
9133120,9412
9133121,9412
9133122,9412
9133123,9412
9133124,9412
9141101,9123
9142101,9122
9142102,9122
9142103,9122
9142104,5245
9142105,9122
9142106,9122
9142107,9122
9142108,9122
9142109,9122
9142110,9122
9151101,9621
9151102,9621
9151103,9313
9151104,9621
9151105,9621
9151106,9621
9151107,9621
9151108,9621
9151109,9621
9151110,9331
9151111,9331
9151112,9510
9152101,5419
9152102,9622
9152103,4411
9152104,9629
9152105,5419
9152106,9629
9152107,9629
9152108,9629
9152109,5419
9152110,5419
9152111,5419
9152113,9629
9152114,4411
9152115,5419
9152116,9629
9152117,9629
9152118,9629
9152119,9629
9152120,5419
9152121,5419
9152122,5419
9152123,5419
9152124,9629
9152125,5419
9152126,9629
9152127,5419
9152128,5419
9152129,9629
9152130,5419
9152131,9629
9152132,5419
9152133,9629
9152134,9629
9153101,9623
9153102,9623
9153103,9510
9153104,9623
9153105,9623
9153106,9334
9153107,9334
9153108,9623
9160101,9611
9160102,9611
9160103,9611
9160104,9611
9160105,9611
9160106,9611
9160107,9611
9160108,9611
9160109,9611
9160110,9611
9160111,7544
9160113,9612
9160114,9612
9160115,9611
9160116,9611
9160117,9612
9160118,9612
9160119,9612
9160120,7544
9160121,9613
9160122,9622
9160123,9611
9160124,9611
9210101,9211
9210102,9211
9210103,9211
9210104,9213
9210105,9211
9210106,9214
9210107,9215
9210108,9211
9210109,9211
9210110,9212
9210111,9212
9210112,9216
9210113,9212
9210114,9214
9210115,9211
9210116,9211
9210117,9211
9210118,9212
9210119,9212
9210120,9213
9210121,9212
9210122,9213
9210123,9214
9210124,9214
9210125,9215
9210126,9216
9210127,9216
9310101,9312
9310102,9313
9310103,9622
9310105,9312
9310106,9312
9310107,9312
9310108,9622
9310109,8113
9310110,9311
9310111,9311
9310112,9313
9320101,9329
9320102,9329
9320103,9329
9320105,9321
9320109,9329
9320110,9329
9320111,9329
9320112,9321
9320113,9311
9320114,9329
9330101,9333
9330102,9333
9330103,9333
9330104,9333
9330105,9333
9330106,9333
9330107,9333
9330108,9334
9330109,9334
9330110,9333
9330111,9333
9330112,9333
9330113,9333
9330114,9333
